# HYG Database v4.1 subset: -1 <= visual magnitude <= 6.0
# Source: https://github.com/astronexus/HYG-Database
# License: CC BY-SA 4.0; see THIRD_PARTY_HYG.txt
ra_deg,dec_deg,mag,hip,name
11.0475000,-10.6095500,4.77,3455,
46.3850700,56.7057190,4.77,14382,
84.7211850,-7.2128290,4.77,26563,
101.8326300,8.0372540,4.77,32533,
139.9432650,-11.9748530,4.77,45751,
172.5787200,-3.0035010,4.77,56127,
193.5881850,-9.5389940,4.77,62985,
264.2378850,68.7579700,4.77,86201,
270.7705050,-8.1803490,4.77,88404,
278.1438450,57.0455990,4.77,90905,
300.8893650,-37.9406990,4.77,98761,
304.4466750,38.0329300,4.77,100044,
305.1658950,-12.7590800,4.77,100310,Alshat
307.2150600,-17.8136870,4.77,101027,
341.8706700,83.1538300,4.77,112519,
0.3992400,-77.0657240,4.78,122,
13.2520650,-1.1442600,4.78,4147,
32.1218100,37.8590770,4.78,9977,
56.5097100,63.3450470,4.78,17587,
67.6401300,16.1940140,4.78,21029,
74.9822400,-12.5374160,4.78,23231,
83.7611700,-6.0020270,4.78,26199,
122.1144450,51.5066700,4.78,39847,
123.3729900,-35.8995180,4.78,40274,
146.0504100,-27.7694710,4.78,47758,
154.9340700,19.4709140,4.78,50564,
185.6263050,25.8461600,4.78,60351,
199.4011800,5.4698690,4.78,64852,
215.1773850,-45.1870600,4.78,70104,
215.7741300,-27.7540170,4.78,70306,
262.8539700,-23.9626430,4.78,85755,
267.5463000,-40.0904350,4.78,87294,
281.3619750,-64.8712590,4.78,92024,
335.3305800,28.3305290,4.78,110371,
336.9646800,4.6956640,4.78,110882,
3.6506700,20.2067020,4.79,1168,
29.4821700,23.5960610,4.79,9153,
73.1582700,36.7031870,4.79,22678,
125.6320650,-48.4903810,4.79,41039,
140.2367550,-62.4046320,4.79,45856,
198.8124000,-67.8945890,4.79,64661,
237.8080500,35.6573820,4.79,77655,
247.5519900,-25.1152240,4.79,80815,
267.2936550,-31.7032030,4.79,87220,
270.0658200,4.3686150,4.79,88149,
303.8162250,25.5919570,4.79,99824,
332.4516150,72.3412070,4.79,109400,
333.9037950,-41.3467000,4.79,109908,
10.5162150,50.5125260,4.80,3300,
13.2676650,61.1239700,4.80,4151,
48.9584400,-8.8197300,4.80,15197,Zibal
65.3881650,46.4988780,4.80,20354,
66.0239850,17.4441300,4.80,20542,
75.3597750,-7.1739650,4.80,23364,
99.8326050,42.4888770,4.80,31832,
137.5980600,67.1340180,4.80,45038,
139.0471200,54.0218570,4.80,45493,
140.1209100,-9.5556950,4.80,45811,
161.0288700,-63.9610720,4.80,52502,
169.5467700,31.5287830,4.80,,Alula Australis B
188.7128550,22.6292590,4.80,61394,
196.7946900,27.6247410,4.80,64022,
212.2124700,77.5475140,4.80,69112,
214.4992500,35.5095050,4.80,69879,
220.8556800,26.5278500,4.80,71995,
225.5271150,25.0081380,4.80,73568,
244.5745950,-28.6140200,4.80,79881,
259.3315350,33.1001000,4.80,84573,
303.3252000,46.8156750,4.80,99639,
313.3114650,44.3872600,4.80,103089,
320.1901200,-40.8094650,4.80,105382,
336.3192600,1.3774010,4.80,110672,
340.4392050,29.3076410,4.80,112051,
77.4248100,15.5972320,4.81,24010,
78.4393200,-67.1852550,4.81,24372,
79.3711650,-34.8952070,4.81,24659,
89.4985650,25.9539120,4.81,28237,
120.0832050,-63.5674560,4.81,39138,
143.7659850,39.6214930,4.81,47029,
171.1524600,-10.8593230,4.81,55687,
217.0505700,-2.2279570,4.81,70755,Elgafar
276.3376650,-20.5416790,4.81,90289,
309.6305700,21.2011740,4.81,101867,
312.2345550,46.1141340,4.81,102724,
29.2918800,-47.3852770,4.82,9095,
78.3571650,38.4844980,4.82,24340,
99.8196600,-14.1457640,4.82,31827,
103.3871100,-20.2242540,4.82,33092,
113.4498450,-14.5238920,4.82,36773,
155.5816200,-41.6499600,4.82,50799,
157.6569150,55.9805360,4.82,51459,
186.6323700,-51.4506350,4.82,60710,
204.3651750,36.2948980,4.82,66458,
212.5997250,25.0916770,4.82,69226,
240.5737200,22.8044540,4.82,78554,
245.5181250,1.0290390,4.82,80179,
252.3092250,45.9833230,4.82,82321,
255.2650050,-4.2226440,4.82,83262,
276.4960350,65.5634800,4.82,90344,Fafnir
283.5991500,71.2971920,4.82,92782,
316.1012550,-19.8549910,4.82,104019,
335.3794800,12.2051860,4.82,110386,
337.6617300,-10.6779500,4.82,111123,
349.4359800,49.0153000,4.82,115022,
355.4408550,-17.8165330,4.82,116901,
13.7507250,58.9726980,4.83,4292,
21.9137250,45.4066870,4.83,6813,
39.8909700,-11.8721560,4.83,12390,
41.3857200,-67.6166170,4.83,12876,
107.2127850,-39.6556570,4.83,34495,
109.1534700,-23.3155940,4.83,35210,
125.3459550,-33.0543660,4.83,40945,
130.6058100,-53.1139840,4.83,42726,
195.8888400,-49.5272640,4.83,63724,
225.9476100,47.6540600,4.83,73695,
228.2066400,-44.5004140,4.83,74449,
247.1605950,41.8816770,4.83,80704,
256.2056400,-34.1229300,4.83,83574,
281.5186650,26.6621300,4.83,92088,
284.2652850,-5.8463140,4.83,93026,
284.6808150,-37.1073570,4.83,93174,
22.5463050,6.1438200,4.84,7007,
33.3055350,44.2316520,4.84,10340,
34.2628650,34.2242310,4.84,10644,
49.8403950,3.3701980,4.84,15457,
63.4849350,9.2638240,4.84,19740,
85.3238250,16.5341480,4.84,26777,
114.8639250,-38.3080210,4.84,37297,
128.8320000,-58.0092280,4.84,42134,
165.1402050,3.6174940,4.84,53807,
176.3209950,8.2581190,4.84,57328,
214.9384950,16.3069480,4.84,70027,
241.0916100,-11.3746110,4.84,,Graffias
248.1512250,11.4880410,4.84,81008,
250.2296700,64.5890460,4.84,81660,
251.3241900,56.7818570,4.84,82020,
299.7383250,-26.1957670,4.84,98353,
340.8748950,-41.4143470,4.84,112203,
341.4077850,-53.5001210,4.84,112374,
346.6533900,59.4197600,4.84,114104,
47.9843550,74.3936590,4.85,14862,
49.6826100,34.2226530,4.85,15416,
112.4642250,-23.0242870,4.85,36431,
152.2343550,-51.8112610,4.85,49712,
198.0135150,-37.8030220,4.85,64408,
229.4120400,-63.6104650,4.85,74837,
269.1976050,-44.3422460,4.85,87846,
275.2169250,3.3771650,4.85,89918,
284.6156700,-52.9386290,4.85,93148,
6.9820800,-33.0071670,4.86,2210,
49.5921000,-22.5111180,4.86,15382,
101.5589250,59.4416700,4.86,32438,
129.9269850,-29.5610840,4.86,42483,
158.7731700,75.7129480,4.86,51808,
199.3042800,-66.7834380,4.86,64820,
215.8445700,8.4466170,4.86,70327,
220.4114550,8.1617640,4.86,71832,
245.5243050,30.8919960,4.86,80181,
248.5209150,-44.0453150,4.86,81122,
249.6869100,48.9283420,4.86,81497,
263.0665050,55.1729580,4.86,85829,
265.8574950,-21.6831940,4.86,86736,
281.0806650,-35.6419870,4.86,91918,
283.5424050,-22.7448340,4.86,92761,Ainalrami
288.8851050,-25.2566820,4.86,94643,
309.3969750,-61.5299180,4.86,101773,
331.4197950,5.0585300,4.86,109068,
20.5850550,45.5287780,4.87,6411,Adhil
38.9686350,5.5932460,4.87,12093,
48.7254000,21.0444410,4.87,15110,
63.5987100,-10.2562830,4.87,19777,
108.3056550,-45.1827390,4.87,34899,
130.4305650,-15.9433840,4.87,42662,
133.8815100,-27.6818710,4.87,43825,
148.5513750,-25.9323450,4.87,48559,
159.3072150,-27.4126340,4.87,51979,
161.7134700,-64.3834740,4.87,52736,
296.5906050,-19.7611130,4.87,97290,
323.6939400,38.5340540,4.87,106551,
36.4875150,-12.2904800,4.88,11345,
81.9086850,21.9369650,4.88,25539,
87.2540250,24.5675350,4.88,27468,
88.2786750,-33.8013610,4.88,27810,
109.6682400,-24.5587010,4.88,35412,
179.9069400,-78.2218390,4.88,58484,
190.4710650,10.2356250,4.88,61960,
195.0686400,30.7850210,4.88,63462,
254.0062500,65.1347960,4.88,82860,
269.4491850,-41.7162950,4.88,87936,
280.8802200,-8.2752150,4.88,91845,
289.4086650,-18.9529080,4.88,94820,
293.8041300,-48.0992020,4.88,96341,
356.7642600,58.6519890,4.88,117301,
359.6682450,-3.5559830,4.88,118209,
359.7522300,55.7549280,4.88,118243,
2.8160850,-15.4679770,4.89,910,
72.4776900,37.4882750,4.89,22453,
81.1867800,1.8464450,4.89,25302,
87.3872100,12.6513240,4.89,27511,
114.7914000,34.5843460,4.89,37265,Jishui
116.5310400,18.5100430,4.89,37908,
157.8416250,-53.7154840,4.89,51523,
159.3886350,-13.3845430,4.89,52009,
176.6306400,-40.5003540,4.89,57443,
177.9635550,-65.2059100,4.89,57851,
193.3239450,21.2449430,4.89,62886,
214.5581550,-81.0077600,4.89,69896,
256.3445400,12.7408280,4.89,83613,
263.0437650,55.1842430,4.89,85819,
296.0691450,37.3543550,4.89,97118,
312.4920000,-33.7797220,4.89,102831,
339.8153250,39.0502690,4.89,111841,
352.5080400,58.5489200,4.89,115990,
12.2083800,50.9681680,4.90,3801,
21.4051350,-14.5987960,4.90,6670,
85.6192950,1.4746290,4.90,26885,
104.4046350,45.0940940,4.90,33485,
192.6715350,-33.9993020,4.90,62683,
198.5636700,-59.1032350,4.90,64583,
240.8508000,-38.6025410,4.90,78655,
241.3606500,-19.8018600,4.90,78821,Acrab B
247.1163300,-70.0844010,4.90,80686,
297.7671150,22.6100460,4.90,97679,
312.3706350,-46.2268260,4.90,102790,
40.5621600,40.1939440,4.91,12623,
67.9694400,-0.0440110,4.91,21139,
75.3565800,-20.0519180,4.91,23362,
76.8624600,18.6450520,4.91,23835,
94.9983300,-2.9444930,4.91,30093,
107.5570050,-4.2371060,4.91,34622,
107.9138250,39.3205490,4.91,34752,
159.6456450,-16.8765720,4.91,52085,
190.4857650,-59.6858190,4.91,61966,
203.6991450,37.1824150,4.91,66257,
225.2431200,-8.5189430,4.91,73473,
228.6555000,-31.5191210,4.91,74604,
250.3932600,-17.7421670,4.91,81724,
256.3339350,54.4700420,4.91,83608,
298.9075050,52.4389480,4.91,98055,
307.4125050,-2.8855310,4.91,101101,
309.1818000,-2.5499570,4.91,101692,
338.2501500,-61.9821220,4.91,111310,
343.8069600,8.8161660,4.91,113186,
29.1674850,-22.5267850,4.92,9061,
90.4600950,-10.5979300,4.92,28574,
91.2463650,-16.4844350,4.92,28816,
96.2245950,49.2878930,4.92,30520,
105.9734400,-49.5839200,4.92,34059,
112.7686650,82.4114660,4.92,36547,
138.9030000,-38.5699420,4.92,45439,
166.3330050,-27.2936120,4.92,54204,
186.6002700,27.2682370,4.92,60697,
203.5330500,3.6589670,4.92,66200,
207.4284600,21.2641050,4.92,67480,
221.2466700,-35.1918260,4.92,72104,
231.0495450,-10.3222660,4.92,75379,
271.7078700,-43.4252160,4.92,88726,
275.0746350,21.9612970,4.92,89861,
277.9393050,-45.9148140,4.92,90830,
283.3064400,50.7082210,4.92,92689,
311.2187850,25.2706170,4.92,102388,
62.7106200,-41.9935730,4.93,19515,
64.3152600,20.5785910,4.93,19990,
65.1026700,34.5667250,4.93,20252,
74.8141800,37.8902450,4.93,23179,
113.9154750,-52.5338360,4.93,36942,
115.7518200,58.7103600,4.93,37609,
119.9339700,-3.6795830,4.93,39079,
134.2434300,-59.2293380,4.93,43937,
145.5601650,-23.9155690,4.93,47592,
173.0683500,-29.2610220,4.93,56280,
175.2235200,-62.0901010,4.93,56986,
184.0855800,23.9454090,4.93,59847,
192.9246750,27.5407120,4.93,62763,
195.1818750,56.3663380,4.93,63503,
212.7103500,-16.3020300,4.93,69269,
222.7544700,-2.2991500,4.93,72631,
226.8252300,24.8691950,4.93,73996,
242.9999550,-10.0642530,4.93,79375,
294.2227050,-7.0274770,4.93,96483,
301.8465000,-52.8807930,4.93,99120,
302.3567400,36.8396210,4.93,99303,
303.6334350,36.8063020,4.93,99770,
311.7947850,34.3741230,4.93,102571,
349.2122550,-7.7265040,4.93,114939,
355.9978350,29.3614540,4.93,117073,
33.0928650,30.3030670,4.94,10280,
44.7653400,35.1831280,4.94,13905,
104.0666250,-48.7211440,4.94,33357,
110.5563750,-19.0166000,4.94,35727,
120.8795100,27.7943320,4.94,39424,
132.4485000,-45.3078750,4.94,43347,
148.7175450,-19.0093600,4.94,48615,Felis
156.0327300,65.5664230,4.94,50933,
157.7586300,-73.2214900,4.94,51495,
197.2636350,-23.1180700,4.94,64166,
198.4289550,40.1528850,4.94,64540,
246.9960000,68.7681370,4.94,80650,
285.0034350,32.1455140,4.94,93279,
303.5692350,15.1976090,4.94,99742,
307.5147450,48.9515690,4.94,101138,
332.5363950,-32.5484070,4.94,109422,
10.8669900,47.0245460,4.95,3414,
20.0204850,58.2316110,4.95,6242,
59.3560050,63.0722640,4.95,18505,
85.2113100,-1.1287870,4.95,26736,
93.0136650,16.1304060,4.95,29434,
171.9843300,2.8562650,4.95,55945,
188.6835300,70.0217700,4.95,61384,
239.5473750,-14.2793580,4.95,78207,
243.3697200,-54.6304670,4.95,79509,
244.3768650,75.7553300,4.95,79822,
298.9656750,38.4867050,4.95,98068,
300.4363950,-59.3758930,4.95,98608,
343.0083750,43.3124170,4.95,112917,
351.7331400,1.2556080,4.95,115738,
356.5979850,3.4868110,4.95,117245,
25.1450550,40.5770490,4.96,7818,
25.4457450,42.6133690,4.96,7918,
38.4612750,-28.2323430,4.96,11918,
50.3607150,43.3296510,4.96,15648,
67.1098800,16.3596720,4.96,20877,
79.8191700,22.0964940,4.96,24822,
88.7116050,55.7069470,4.96,27949,
207.4678650,-18.1341680,4.96,67494,
239.4479400,54.7497620,4.96,78180,
240.8359500,-25.8652400,4.96,78650,
271.5079200,22.2188790,4.96,88657,
272.9305500,-23.7012350,4.96,89153,
272.9756550,31.4053500,4.96,89172,
351.2093850,62.2828060,4.96,115590,
18.7956450,-45.5316640,4.97,5862,
29.0000550,68.6852420,4.97,9009,
55.5943650,33.9650260,4.97,17313,
60.3254550,-61.0788220,4.97,18772,
65.0884050,27.3507540,4.97,20250,
88.8746250,-37.1206680,4.97,28010,
118.3742400,26.7657830,4.97,38538,
155.7423600,-66.9014980,4.97,50847,
185.0874150,3.3125740,4.97,60172,
202.1075550,13.7787870,4.97,65721,
217.0434600,-29.4916380,4.97,70753,
235.0704000,-23.8180780,4.97,76742,
244.2538950,-50.0681220,4.97,79790,
255.7827900,14.0919470,4.97,83430,
353.4882600,31.3252770,4.97,116310,
354.9461100,-14.2221780,4.97,116758,
356.5085100,46.4202760,4.97,117221,
25.6812900,-3.6902000,4.98,7999,
32.3555400,25.9398920,4.98,10053,
44.6990850,-64.0712840,4.98,13884,
76.6693350,51.5977200,4.98,23783,
83.8159200,-5.3873150,4.98,26220,
83.8454250,-5.4160600,4.98,26235,
115.0967100,-15.2639200,4.98,37379,
130.0061400,-12.4753720,4.98,42509,
165.1866750,6.1014490,4.98,53824,
177.4859250,-70.2257900,4.98,57696,
186.7470750,26.8256990,4.98,60746,
232.9457700,40.8993320,4.98,76041,
240.3607050,29.8510610,4.98,78493,
275.9776050,58.8007360,4.98,90156,
284.0610150,4.2021320,4.98,92951,Alya B
290.1370950,-5.4157660,4.98,95066,
298.9807650,58.8459690,4.98,98073,
1.1254950,-10.5095230,4.99,355,
30.5753850,54.4875410,4.99,9505,
52.0127550,49.0628660,4.99,16147,
55.5620850,-31.9383610,4.99,17304,
59.2845450,61.1088830,4.99,18488,
69.7231500,-12.1231210,4.99,21644,
80.7083400,3.5444520,4.99,25142,
102.6914550,41.7812300,4.99,32844,
102.7181400,-34.3673180,4.99,32855,
105.7282350,-4.2392310,4.99,33971,
111.4120650,9.2760970,4.99,36041,
123.3331950,-15.7882210,4.99,40259,
136.4931900,5.0923160,4.99,44659,
137.7683400,-44.8679020,4.99,45085,
142.9864200,11.2998270,4.99,46771,
170.7066300,43.4827030,4.99,55560,
184.1256000,33.0615270,4.99,59856,
205.4366250,-54.5594250,4.99,66821,
213.0658500,2.4094330,4.99,69389,
230.5346250,-47.9277920,4.99,75206,
230.8012500,30.2878120,4.99,75312,
239.8761450,-41.7444360,4.99,78323,
273.4731750,64.3972870,4.99,89348,
291.0315750,29.6213380,4.99,95372,
301.0816200,-32.0562960,4.99,98842,
332.1080550,-34.0438410,4.99,109289,
344.1083250,49.7335440,4.99,113288,
349.7403150,-9.6107500,4.99,115115,
61.1131800,59.1555070,5.00,19018,
81.1060650,17.3835340,5.00,25278,
91.8817950,-37.2529200,5.00,29034,Elkurud
93.9370200,-13.7184140,5.00,29735,
104.0276850,-14.0434300,5.00,33345,
109.6332450,49.4647560,5.00,35384,
131.1741000,-54.7080740,5.00,,
144.3027750,6.8358020,5.00,47205,
170.8028550,-36.1647690,5.00,55588,
175.8799800,-62.4893960,5.00,57175,
232.8542850,77.3493520,5.00,76008,
241.0916100,-11.3746110,5.00,,
242.0188650,17.0469800,5.00,79043,Marsic
269.7720000,-30.2530250,5.00,88060,
271.8697500,43.4618910,5.00,88788,
283.7797350,-22.6713280,5.00,92845,
285.3598650,46.9348120,5.00,93408,
286.6027050,-37.0647400,5.00,,
288.4798050,57.7051020,5.00,94490,
293.6454000,19.7734030,5.00,96275,
296.6066550,33.7275980,5.00,97295,
359.3959050,-64.2982310,5.00,118121,
2.5801800,46.0722720,5.01,841,
7.0121250,17.8931250,5.01,2219,
24.8375250,44.3861650,5.01,7719,
75.5409000,-26.2750290,5.01,23430,
78.8516550,32.6876000,5.01,24504,
92.8125000,-65.5894170,5.01,29353,
94.4784450,61.5152860,5.01,29919,
112.4532000,27.9161460,5.01,36429,
118.0653600,-34.7054420,5.01,38423,
128.6816700,-49.9442030,5.01,42088,
143.5366500,-51.2552660,5.01,46950,
160.7668350,69.0762140,5.01,52425,
174.8734050,-65.3977660,5.01,56862,
184.7491200,-55.1430020,5.01,60059,
186.4623000,39.0186160,5.01,60646,
187.5280200,69.2011230,5.01,60998,
260.0786250,18.0570810,5.01,84833,
297.2444100,19.1420420,5.01,97496,
299.4876300,-15.4914900,5.01,98258,
67.2090150,13.0476020,5.02,20901,
81.1630950,37.3853460,5.02,25292,
143.3019150,-21.1157220,5.02,46880,
158.2369500,-47.0033530,5.02,51635,
163.9349850,33.5069290,5.02,53426,
209.1424050,27.4920820,5.02,68103,
223.2128250,-37.8031600,5.02,72800,
229.2745200,71.8239010,5.02,74793,
267.2679300,50.7810750,5.02,87212,
267.3623250,76.9628810,5.02,87234,
275.3861250,49.1215930,5.02,89981,
281.2080750,2.0600380,5.02,91975,
284.3353200,-20.6563460,5.02,93057,
291.3187050,-24.5085750,5.02,95477,
326.9339700,-30.8983040,5.02,107608,
31.6413450,22.6483170,5.03,9836,
72.5484000,-16.2171590,5.03,22479,
90.8149950,-26.2845440,5.03,28675,
109.2058800,-36.5926330,5.03,35226,
116.4869550,-14.5638050,5.03,37891,
127.3645200,-44.7248120,5.03,41639,
164.8668000,40.4302570,5.03,53721,Chalawan
188.7823350,18.3770580,5.03,61418,
205.4032350,-8.7029840,5.03,66803,
213.7381200,-57.0861260,5.03,69618,
252.9385950,24.6564330,5.03,82504,
255.4693500,-32.1435190,5.03,83336,
259.6541250,10.8644750,5.03,84671,
280.6581450,55.5394570,5.03,91755,
290.7133200,-54.4239310,5.03,95261,
292.6659900,-2.7888870,5.03,95937,
297.6571950,52.9880010,5.03,97635,
313.6401600,28.0576210,5.03,103200,
0.5830050,-29.7204140,5.04,183,
17.0033850,43.9420920,5.04,5317,
26.5258800,-53.5220370,5.04,8241,
49.0508550,50.9376640,5.04,15219,
70.5144750,-37.1442970,5.04,21861,
89.7679650,-9.5582500,5.04,28325,
91.7640600,-62.1545810,5.04,28991,
94.1109150,12.2721630,5.04,29800,
100.7707650,44.5244500,5.04,32173,
110.8688100,25.0505310,5.04,35846,
114.8691300,17.6745190,5.04,37300,
115.7379750,-45.1731180,5.04,37606,
121.6680900,-45.2660150,5.04,39690,
181.1942400,-76.5190610,5.04,58905,
198.0147600,-16.1986010,5.04,64407,
201.2804100,-74.8878180,5.04,65468,
202.3552200,-51.1651340,5.04,65810,
229.2370650,-60.9572550,5.04,74778,
229.8283200,1.7654080,5.04,74975,
232.7323200,40.8330470,5.04,75973,
238.3335750,-20.1670400,5.04,77811,
319.6132650,43.9459450,5.04,105186,
324.2374050,40.4135210,5.04,106711,
329.8127700,73.1798960,5.04,108535,
339.4390950,-4.2280560,5.04,111710,Situla
49.7818050,50.0949660,5.05,15444,
57.2967300,24.1367120,5.05,17851,Pleione
76.2416400,-49.5778370,5.05,23649,
80.0038350,33.9580540,5.05,24879,
99.6568050,-48.2201830,5.05,31765,
115.1294250,87.0200910,5.05,37391,
129.7829700,-22.6618750,5.05,42430,
271.7564550,30.5621400,5.05,88745,
332.8774200,59.4144880,5.05,109556,
347.3810700,8.6771610,5.05,114347,
350.0857650,5.3813070,5.05,115227,
356.9781450,67.8068080,5.05,117371,
55.5389100,63.2168060,5.06,17296,
78.8515500,-26.9435090,5.06,24505,
80.4427350,-24.7729810,5.06,25045,
92.1846450,-68.8434090,5.06,29134,
92.9658900,-6.5502870,5.06,29417,
96.9898800,-4.7621540,5.06,30772,
113.5775850,-23.4736610,5.06,36817,
124.5782850,-65.6131920,5.06,40680,
151.5467250,-47.3699950,5.06,49485,
165.2101350,39.2120920,5.06,53838,
215.5966200,-80.1089450,5.06,70248,
257.6763750,-44.5577190,5.06,84033,
295.2090150,45.5249420,5.06,96825,
295.6297200,-16.1239960,5.06,96950,
300.3398250,50.1046950,5.06,98571,
309.6329700,24.1159580,5.06,101868,
312.5204250,44.0593040,5.06,102843,
312.8752050,-51.6081790,5.06,102950,
318.3352650,-70.1262670,5.06,104755,
358.1220300,19.1202870,5.06,117718,
8.1826800,-63.0315000,5.07,2578,
12.2446200,16.9406440,5.07,3810,
48.1934850,-1.1961010,5.07,14954,
67.7087400,-44.9537490,5.07,21060,
69.9778500,53.0795350,5.07,21727,
81.1204500,-0.8913280,5.07,25282,
104.6045700,-34.1117080,5.07,33558,
108.3428100,16.1589660,5.07,34909,
112.3351800,28.1182750,5.07,36393,
116.8541400,-38.5111450,5.07,38010,
142.9899000,9.7157670,5.07,46774,
143.4728550,-80.9412580,5.07,46928,
145.0765200,-14.3322920,5.07,47452,
148.1268150,-8.1050300,5.07,48437,
158.7000600,6.9537490,5.07,51775,
172.9419600,-59.4420610,5.07,56243,
213.1917750,-27.2611860,5.07,69415,
249.0571800,52.9244220,5.07,81292,
257.3885700,40.7770330,5.07,83947,
258.8360100,-26.6032150,5.07,,Guniibuu B
262.9911750,68.1350240,5.07,85805,
278.0081100,-45.7573820,5.07,90853,
286.7441850,11.0712280,5.07,93867,
309.7824150,10.0862030,5.07,101916,
327.4612200,30.1742150,5.07,107763,
331.2866250,62.2798140,5.07,109017,
9.0345900,54.1684500,5.08,2854,
57.0677850,11.1432940,5.08,17771,
69.7884000,15.7998460,5.08,21673,
72.8435850,18.8398610,5.08,22565,
80.6405400,79.2311490,5.08,25110,
81.9120300,34.4758920,5.08,25541,
92.5594800,-74.7530450,5.08,29271,
101.9050950,-8.9985030,5.08,32558,
119.3267700,-44.1098590,5.08,38872,
126.9025500,-53.0884800,5.08,41483,
147.1471500,46.0210080,5.08,48113,
157.5728250,-0.6370260,5.08,51437,
158.5036800,-23.7451650,5.08,51718,
159.0855900,-59.5643920,5.08,51912,
160.8540000,23.1884040,5.08,52457,
170.8412250,-18.7799730,5.08,55598,
193.6537650,-57.1686700,5.08,63005,
224.1833100,-62.7810160,5.08,73129,
283.6796400,-15.6030360,5.08,92814,
301.7225250,23.6144250,5.08,99080,
306.8300400,-18.2117210,5.08,100881,
328.3240200,-13.5517680,5.08,108036,
338.9411550,73.6431880,5.08,111532,
12.1466550,-74.9234380,5.09,3781,
29.3377200,17.8175320,5.09,9110,
52.5008550,55.4518080,5.09,16292,
75.0863250,81.1940880,5.09,23265,
98.4080100,-1.2201540,5.09,31278,
110.4869250,20.4436580,5.09,35699,
111.5910450,-51.0184810,5.09,36114,
119.7738150,-23.3103960,5.09,39023,
123.4929750,-36.3222810,5.09,40321,
132.6394200,-46.5291870,5.09,43413,
141.5748600,-53.3789090,5.09,46283,
146.6319300,57.1280700,5.09,47965,
147.4881150,-45.7327360,5.09,48224,
170.8392450,-64.9547140,5.09,55597,
184.0007850,14.8990710,5.09,59819,
237.8149650,-3.0904970,5.09,77660,
242.7586500,-29.4162200,5.09,79302,
267.2047800,25.6228690,5.09,87194,
275.5774200,-38.6568940,5.09,90037,
301.2895500,19.9910710,5.09,98920,
325.0462350,43.2738390,5.09,106999,
328.2657000,25.9251400,5.09,108022,
331.5081450,45.0143480,5.09,109102,
335.0063100,-80.4397470,5.09,110256,
345.6515400,42.7577950,5.09,113788,
350.7690300,12.3139100,5.09,115444,
355.8431700,10.3315360,5.09,117020,
44.3220150,31.9342190,5.10,13775,
50.6885100,20.7420690,5.10,15737,
62.5115850,80.6986810,5.10,19461,
65.9659350,9.4609680,5.10,20522,
87.4730850,-66.9011870,5.10,27534,
177.1878600,-26.7497770,5.10,57613,
199.2213750,-31.5061960,5.10,64803,
216.0472650,5.8201310,5.10,70400,
240.3096600,17.8183970,5.10,78481,
251.6666850,-67.1096910,5.10,82129,
261.0545400,-44.1625760,5.10,85162,
272.2202700,20.0452330,5.10,88899,
289.6353900,1.0851290,5.10,94885,
324.8886000,2.2435580,5.10,106944,
326.2510650,-9.0824280,5.10,107382,
345.0212550,56.9453740,5.10,113561,
358.0277700,-82.0188180,5.10,117689,
22.4005500,-21.6293390,5.11,6960,
58.4122650,-34.7322970,5.11,18213,
77.1820800,-4.4562070,5.11,23941,
103.4260200,68.8883090,5.11,33104,
109.6591050,-36.7427350,5.11,35406,
149.4211500,41.0556330,5.11,48833,
167.1416700,-61.9471750,5.11,54461,
201.5322450,-39.7551070,5.11,65535,
238.8733650,-68.6030010,5.11,77982,
276.0574500,39.5072390,5.11,90191,
280.9455900,-38.3234410,5.11,91875,
287.2907400,76.5605020,5.11,94083,
310.0102050,-60.5488920,5.11,101983,
312.1212600,-43.9885440,5.11,102693,
329.1631050,63.6255570,5.11,108317,
334.1106750,-41.6272250,5.11,109973,
339.6579000,56.7956320,5.11,111795,
341.0228400,41.8192350,5.11,112242,
28.5918300,-42.4969500,5.12,8882,
45.9035850,-59.7377750,5.12,14240,
76.6902150,-4.6551630,5.12,23794,
107.6978700,-48.9320980,5.12,34670,
110.5109550,36.7605840,5.12,35710,
115.9246050,-40.9337460,5.12,37664,
117.9249450,1.7668680,5.12,38373,
139.0959900,-44.2657350,5.12,45505,
143.4356100,-49.0050720,5.12,46914,
160.4862000,65.7162800,5.12,52353,
163.3936650,54.5851280,5.12,53261,
172.9533450,-59.5156480,5.12,56250,
188.9398050,-41.0219450,5.12,61468,
191.6614950,16.5776910,5.12,62356,
266.0362800,-51.8340530,5.12,86796,Cervantes
275.2542450,28.8699540,5.12,89935,
277.8595650,-18.4026970,5.12,90806,
278.7599700,-10.9772060,5.12,91105,
292.6891500,27.9652760,5.12,95951,Albireo B
293.7802350,-10.5604440,5.12,96327,
297.7568400,10.4157270,5.12,97675,
308.4794550,-44.5160480,5.12,101477,
335.3982000,-21.5982300,5.12,110391,
345.8742000,-34.7494120,5.12,113860,
0.4560300,-3.0275040,5.13,145,
3.6151200,-7.7805320,5.13,1158,
19.4498100,3.6144660,5.13,6061,
37.0070850,-33.8110390,5.13,11477,
51.1690050,64.5859960,5.13,15890,
83.8186050,-5.3896960,5.13,26221,
125.0160900,27.2177070,5.13,40843,
126.4782000,7.5645060,5.13,41325,
173.2255500,-31.0872260,5.13,56332,
211.9823100,43.8544520,5.13,69038,
226.3298400,-41.0672360,5.13,73826,
233.6554950,-28.0469830,5.13,76259,
243.8138550,-47.3720210,5.13,79653,
260.2258650,24.4994350,5.13,84887,
287.9189550,56.8592130,5.13,94302,
